"CharacterId","SkillType","SkillLevel","DamageEventCount","DamagePercentValues","DamagePercentRawSum","FirstDamagePercent","HitCountValues","TargetCountValues","AllKeys"
"101101000G","actionSkillValues","4","9","7.3|7.3|7.3|7.3|7.3|7.3|7.3|7.3|59.2","117.6","7.3","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","5","9","8.2|8.2|8.2|8.2|8.2|8.2|8.2|8.2|66.2","131.8","8.2","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","6","9","8.4|8.4|8.4|8.4|8.4|8.4|8.4|8.4|68.1","135.3","8.4","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","7","9","8.6|8.6|8.6|8.6|8.6|8.6|8.6|8.6|70","138.8","8.6","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","8","9","8.8|8.8|8.8|8.8|8.8|8.8|8.8|8.8|71.9","142.3","8.8","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","9","9","9.1|9.1|9.1|9.1|9.1|9.1|9.1|9.1|73","145.8","9.1","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","actionSkillValues","10","9","9.3|9.3|9.3|9.3|9.3|9.3|9.3|9.3|75.6","150","9.3","1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"101101000G","chainSkillValues","1","9","4.6|4.6|4.6|4.6|4.6|4.6|4.6|4.6|38.2","75","4.6","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","2","9","5.5|5.5|5.5|5.5|5.5|5.5|5.5|5.5|45.2","89.2","5.5","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","3","9","6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|52.2","103.4","6.4","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","4","9","7.3|7.3|7.3|7.3|7.3|7.3|7.3|7.3|59.2","117.6","7.3","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","5","9","8.2|8.2|8.2|8.2|8.2|8.2|8.2|8.2|66.2","131.8","8.2","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","6","9","8.4|8.4|8.4|8.4|8.4|8.4|8.4|8.4|68.1","135.3","8.4","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","7","9","8.6|8.6|8.6|8.6|8.6|8.6|8.6|8.6|70","138.8","8.6","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","8","9","8.8|8.8|8.8|8.8|8.8|8.8|8.8|8.8|71.9","142.3","8.8","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","9","9","9.1|9.1|9.1|9.1|9.1|9.1|9.1|9.1|73","145.8","9.1","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101101000G","chainSkillValues","10","9","9.3|9.3|9.3|9.3|9.3|9.3|9.3|9.3|75.6","150","9.3","1|1|1|1|1|1|1|1|1","","BARRIER.DURATION|BARRIER.RATE|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|ZEALOVER.SKILLCHARGEQUANTITYUP.DURATION|ZEALOVER.SKILLCHARGEQUANTITYUP.RATE_PERCENT"
"101201000G","actionSkillValues","1","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","2","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","3","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","4","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","5","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","6","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","7","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","8","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","9","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","actionSkillValues","10","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","1","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","2","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","3","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","4","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","5","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","6","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","7","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","8","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","9","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201000G","chainSkillValues","10","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","1","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","2","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","3","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","4","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","5","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","6","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","7","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","8","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","9","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","actionSkillValues","10","0","","0","","","","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","1","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","2","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","3","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","4","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","5","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","6","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","7","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","8","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","9","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101201001G","chainSkillValues","10","0","","0","","","","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT"
"101301000G","actionSkillValues","1","0","","0","","","1","PRJCTL.LAND.ATTACKDOWN.DURATION|PRJCTL.LAND.ATTACKDOWN.RATE_PERCENT|PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT|PRJCTL.LAND.DAMAGE.HIT_COUNT|PRJCTL.LAND.KNOCKBACK.STRENGTH|PRJCTL.LAND.TARGET_COUNT|PRJCTL.THROW_COUNT"
"101301000G","actionSkillValues","2","0","","0","","","1","PRJCTL.LAND.ATTACKDOWN.DURATION|PRJCTL.LAND.ATTACKDOWN.RATE_PERCENT|PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT|PRJCTL.LAND.DAMAGE.HIT_COUNT|PRJCTL.LAND.KNOCKBACK.STRENGTH|PRJCTL.LAND.TARGET_COUNT|PRJCTL.THROW_COUNT"
